,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
6,2021,02,25,06:00,25°C,26°C,80°6 Km/h,N/A,83%,22°C,1009.0mb, Few Clouds at 760m  
7,2021,02,25,07:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1009.0mb, Few Clouds at 760m  
8,2021,02,25,08:00,29°C,32°C,100°7 Km/h,N/A,66%,22°C,1009.0mb, Few Clouds at 820m  
9,2021,02,25,09:00,29°C,32°C,100°11 Km/h,N/A,66%,22°C,1010.0mb, Few Clouds at 820m  
10,2021,02,25,10:00,31°C,35°C,100°13 Km/h,N/A,59%,22°C,1010.0mb, Few Clouds at 760m  
11,2021,02,25,11:00,32°C,37°C,120°11 Km/h,N/A,59%,23°C,1009.0mb, Few Clouds at 760m  
12,2021,02,25,12:00,32°C,36°C,130°15 Km/h,N/A,55%,22°C,1009.0mb, Few Clouds at 760m  
13,2021,02,25,13:00,32°C,36°C,110°15 Km/h,N/A,55%,22°C,1008.0mb, Few Clouds at 760m  
14,2021,02,25,14:00,33°C,36°C,100°13 Km/h,N/A,49%,21°C,1007.0mb, Few Clouds at 760m  
15,2021,02,25,15:00,33°C,36°C,100°13 Km/h,N/A,49%,21°C,1013.0mb, Few Clouds at 760m  
16,2021,02,25,16:00,33°C,36°C,120°11 Km/h,N/A,49%,21°C,1005.0mb, Few Clouds at 760m  
17,2021,02,25,17:00,32°C,34°C,110°9 Km/h,N/A,49%,20°C,1006.0mb, Few Clouds at 910m  
18,2021,02,25,18:00,31°C,33°C,120°11 Km/h,N/A,52%,20°C,1006.0mb, Few Clouds at 910m  
19,2021,02,25,19:00,30°C,32°C,120°9 Km/h,N/A,55%,20°C,1006.0mb, Few Clouds at 910m  
20,2021,02,25,20:00,28°C,31°C,Variable at 9 Km/h,N/A,74%,23°C,1007.0mb, Few Clouds at 910m  
21,2021,02,25,21:00,28°C,32°C,150°9 Km/h,N/A,79%,24°C,1008.0mb, Few Clouds at 910m  
22,2021,02,25,22:00,27°C,30°C,140°9 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 910m  
23,2021,02,25,23:00,27°C,30°C,Variable at 9 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 910m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,26,00:00,27°C,30°C,140°7 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 910m  
1,2021,02,26,01:00,26°C,28°C,Variable at 9 Km/h,N/A,79%,22°C,1008.0mb, Few Clouds at 910m  
2,2021,02,26,02:00,26°C,28°C,Variable at 11 Km/h,N/A,79%,22°C,1007.0mb, Few Clouds at 910m  
3,2021,02,26,03:00,26°C,28°C,Variable at 6 Km/h,N/A,79%,22°C,1007.0mb, Few Clouds at 910m  
4,2021,02,26,04:00,26°C,28°C,90°7 Km/h,N/A,79%,22°C,1007.0mb, Few Clouds at 910m  
5,2021,02,26,05:00,24°C,25°C,80°4 Km/h,N/A,83%,21°C,1007.0mb, Few Clouds at 910m  
6,2021,02,26,06:00,24°C,25°C,80°6 Km/h,N/A,83%,21°C,1008.0mb, Few Clouds at 910m  
7,2021,02,26,07:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1009.0mb, Few Clouds at 910m  
8,2021,02,26,08:00,27°C,29°C,40°11 Km/h,N/A,74%,22°C,1009.0mb, Few Clouds at 910m  
9,2021,02,26,09:00,28°C,31°C,60°4 Km/h,N/A,70%,22°C,1009.0mb, Few Clouds at 910m  
10,2021,02,26,10:00,30°C,33°C,100°7 Km/h,N/A,59%,21°C,1010.0mb, Few Clouds at 760m  
11,2021,02,26,11:00,31°C,34°C,Variable at 7 Km/h,N/A,55%,21°C,1009.0mb, Few Clouds at 760m  
12,2021,02,26,12:00,32°C,35°C,Variable at 11 Km/h,N/A,52%,21°C,1010.0mb, Few Clouds at 760m  
13,2021,02,26,13:00,33°C,35°C,130°11 Km/h,N/A,46%,20°C,1008.0mb, Few Clouds at 760m  
14,2021,02,26,14:00,33°C,35°C,Variable at 11 Km/h,N/A,46%,20°C,1007.0mb, Few Clouds at 910m  
15,2021,02,26,15:00,34°C,37°C,Variable at 11 Km/h,N/A,47%,21°C,1006.0mb, Few Clouds at 910m  
16,2021,02,26,16:00,33°C,37°C,Variable at 13 Km/h,N/A,52%,22°C,1006.0mb, Few Clouds at 910m  
17,2021,02,26,17:00,33°C,37°C,130°9 Km/h,N/A,52%,22°C,1006.0mb, Few Clouds at 910m  
18,2021,02,26,18:00,31°C,35°C,Variable at 7 Km/h,N/A,62%,23°C,1006.0mb, Few Clouds at 760m  
19,2021,02,26,19:00,29°C,32°C,250°9 Km/h,N/A,66%,22°C,1007.0mb, Few Clouds at 760m  
20,2021,02,26,20:00,29°C,33°C,230°7 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
21,2021,02,26,21:00,28°C,32°C,Variable at 7 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
22,2021,02,26,22:00,28°C,32°C,Variable at 6 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
23,2021,02,26,23:00,27°C,30°C,160°7 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,27,00:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
1,2021,02,27,01:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
2,2021,02,27,02:00,27°C,30°C,140°6 Km/h,N/A,84%,24°C,1009.0mb, Few Clouds at 760m  
3,2021,02,27,03:00,26°C,28°C,Variable at 2 Km/h,N/A,89%,24°C,1008.0mb," Few Clouds at 700m, Broken Clouds at 9100m  "
4,2021,02,27,04:00,26°C,28°C,Variable at 4 Km/h,N/A,89%,24°C,1009.0mb, Few Clouds at 700m  
5,2021,02,27,05:00,26°C,28°C,Variable at 2 Km/h,N/A,89%,24°C,1009.0mb, Few Clouds at 700m  
6,2021,02,27,06:00,26°C,28°C,Variable at 2 Km/h,N/A,89%,24°C,1009.0mb, Few Clouds at 700m  
7,2021,02,27,07:00,27°C,30°C,20°7 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 700m  
8,2021,02,27,08:00,28°C,32°C,30°7 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 700m  
9,2021,02,27,09:00,28°C,32°C,310°13 Km/h,N/A,79%,24°C,1011.0mb, Scattered Clouds at 700m  
10,2021,02,27,10:00,29°C,34°C,290°11 Km/h,N/A,74%,24°C,1011.0mb, Scattered Clouds at 700m  
11,2021,02,27,11:00,29°C,34°C,260°13 Km/h,N/A,74%,24°C,1011.0mb, Scattered Clouds at 700m  
12,2021,02,27,12:00,30°C,35°C,290°13 Km/h,N/A,70%,24°C,1010.0mb, Scattered Clouds at 700m  
13,2021,02,27,13:00,31°C,38°C,270°17 Km/h,N/A,70%,25°C,1009.0mb, Scattered Clouds at 700m  
14,2021,02,27,14:00,32°C,39°C,280°13 Km/h,N/A,67%,25°C,1008.0mb, Few Clouds at 760m  
15,2021,02,27,15:00,34°C,39°C,Variable at 6 Km/h,N/A,53%,23°C,1007.0mb, Few Clouds at 760m  
16,2021,02,27,16:00,33°C,39°C,130°11 Km/h,N/A,59%,24°C,1007.0mb, Few Clouds at 760m  
17,2021,02,27,17:00,32°C,38°C,Variable at 9 Km/h,N/A,63%,24°C,1008.0mb, Few Clouds at 760m  
18,2021,02,27,18:00,31°C,37°C,Variable at 11 Km/h,N/A,66%,24°C,1008.0mb, Few Clouds at 760m  
19,2021,02,27,19:00,29°C,34°C,140°11 Km/h,N/A,74%,24°C,1008.0mb, Few Clouds at 760m  
20,2021,02,27,20:00,29°C,33°C,Variable at 7 Km/h,N/A,70%,23°C,1009.0mb, Few Clouds at 760m  
21,2021,02,27,21:00,28°C,31°C,150°11 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
22,2021,02,27,22:00,28°C,31°C,130°11 Km/h,N/A,70%,22°C,1011.0mb, 
23,2021,02,27,23:00,28°C,31°C,110°9 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,28,00:00,28°C,31°C,120°13 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
1,2021,02,28,01:00,27°C,30°C,110°11 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
2,2021,02,28,02:00,27°C,30°C,110°11 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
3,2021,02,28,03:00,27°C,30°C,90°6 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
4,2021,02,28,04:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
5,2021,02,28,05:00,26°C,28°C,Variable at 2 Km/h,N/A,84%,23°C,1010.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
6,2021,02,28,06:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,02,28,07:00,27°C,30°C,220°4 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 700m  
8,2021,02,28,08:00,29°C,33°C,Variable at 2 Km/h,N/A,70%,23°C,1013.0mb, Few Clouds at 700m  
9,2021,02,28,09:00,30°C,34°C,Variable at 6 Km/h,N/A,66%,23°C,1013.0mb, Few Clouds at 700m  
10,2021,02,28,10:00,31°C,35°C,Variable at 7 Km/h,N/A,59%,22°C,1013.0mb, Few Clouds at 700m  
11,2021,02,28,11:00,31°C,35°C,120°13 Km/h,N/A,62%,23°C,1013.0mb, Few Clouds at 700m  
12,2021,02,28,12:00,33°C,39°C,Variable at 11 Km/h,N/A,59%,24°C,1012.0mb, Scattered Clouds at 700m  
13,2021,02,28,13:00,31°C,37°C,120°17 Km/h,N/A,66%,24°C,1012.0mb, Scattered Clouds at 700m  
14,2021,02,28,14:00,32°C,38°C,90°19 Km/h,N/A,63%,24°C,1011.0mb, Scattered Clouds at 670m  
15,2021,02,28,15:00,31°C,37°C,100°13 Km/h,N/A,66%,24°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
16,2021,02,28,16:00,32°C,37°C,90°17 Km/h,N/A,59%,23°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
17,2021,02,28,17:00,31°C,35°C,130°15 Km/h,N/A,62%,23°C,1010.0mb, Scattered Clouds at 760m  
18,2021,02,28,18:00,30°C,34°C,120°11 Km/h,N/A,66%,23°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
19,2021,02,28,19:00,29°C,33°C,110°11 Km/h,N/A,70%,23°C,1011.0mb, Few Clouds at 760m  
20,2021,02,28,20:00,28°C,31°C,110°9 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
21,2021,02,28,21:00,28°C,31°C,Variable at 9 Km/h,N/A,74%,23°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
22,2021,02,28,22:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
23,2021,02,28,23:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,29,00:00,28°C,32°C,170°9 Km/h,N/A,79%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,29,01:00,28°C,32°C,160°6 Km/h,N/A,79%,24°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,29,02:00,28°C,32°C,170°6 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 700m  
3,2021,02,29,03:00,28°C,31°C,170°7 Km/h,N/A,74%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
4,2021,02,29,04:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
5,2021,02,29,05:00,28°C,31°C,Variable at 6 Km/h,N/A,74%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,02,29,06:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1012.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,02,29,07:00,29°C,32°C,Variable at 9 Km/h,N/A,66%,22°C,1013.0mb, Few Clouds at 760m  
8,2021,02,29,08:00,30°C,34°C,120°9 Km/h,N/A,66%,23°C,1013.0mb, Few Clouds at 760m  
9,2021,02,29,09:00,31°C,35°C,Variable at 9 Km/h,N/A,59%,22°C,1013.0mb, Few Clouds at 700m  
10,2021,02,29,10:00,33°C,37°C,Variable at 7 Km/h,N/A,52%,22°C,1013.0mb, Few Clouds at 700m  
11,2021,02,29,11:00,34°C,39°C,120°9 Km/h,N/A,53%,23°C,1012.0mb, Few Clouds at 760m  
12,2021,02,29,12:00,34°C,38°C,Variable at 9 Km/h,N/A,49%,22°C,1012.0mb, Few Clouds at 760m  
13,2021,02,29,13:00,35°C,39°C,Variable at 7 Km/h,N/A,47%,22°C,1011.0mb, Few Clouds at 760m  
14,2021,02,29,14:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1010.0mb, Few Clouds at 760m  
15,2021,02,29,15:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1009.0mb, Few Clouds at 760m  
16,2021,02,29,16:00,35°C,38°C,150°11 Km/h,N/A,44%,21°C,1009.0mb, Few Clouds at 760m  
17,2021,02,29,17:00,34°C,38°C,130°11 Km/h,N/A,49%,22°C,1009.0mb, Few Clouds at 760m  
18,2021,02,29,18:00,32°C,37°C,140°9 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
19,2021,02,29,19:00,31°C,37°C,Variable at 11 Km/h,N/A,66%,24°C,1010.0mb, Few Clouds at 760m  
20,2021,02,29,20:00,30°C,35°C,150°11 Km/h,N/A,70%,24°C,1011.0mb, Few Clouds at 760m  
21,2021,02,29,21:00,30°C,35°C,Variable at 7 Km/h,N/A,70%,24°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,30,00:00,28°C,32°C,170°9 Km/h,N/A,79%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,30,01:00,28°C,32°C,160°6 Km/h,N/A,79%,24°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,30,02:00,28°C,32°C,170°6 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 700m  
3,2021,02,30,03:00,28°C,31°C,170°7 Km/h,N/A,74%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
4,2021,02,30,04:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
5,2021,02,30,05:00,28°C,31°C,Variable at 6 Km/h,N/A,74%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,02,30,06:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1012.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,02,30,07:00,29°C,32°C,Variable at 9 Km/h,N/A,66%,22°C,1013.0mb, Few Clouds at 760m  
8,2021,02,30,08:00,30°C,34°C,120°9 Km/h,N/A,66%,23°C,1013.0mb, Few Clouds at 760m  
9,2021,02,30,09:00,31°C,35°C,Variable at 9 Km/h,N/A,59%,22°C,1013.0mb, Few Clouds at 700m  
10,2021,02,30,10:00,33°C,37°C,Variable at 7 Km/h,N/A,52%,22°C,1013.0mb, Few Clouds at 700m  
11,2021,02,30,11:00,34°C,39°C,120°9 Km/h,N/A,53%,23°C,1012.0mb, Few Clouds at 760m  
12,2021,02,30,12:00,34°C,38°C,Variable at 9 Km/h,N/A,49%,22°C,1012.0mb, Few Clouds at 760m  
13,2021,02,30,13:00,35°C,39°C,Variable at 7 Km/h,N/A,47%,22°C,1011.0mb, Few Clouds at 760m  
14,2021,02,30,14:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1010.0mb, Few Clouds at 760m  
15,2021,02,30,15:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1009.0mb, Few Clouds at 760m  
16,2021,02,30,16:00,35°C,38°C,150°11 Km/h,N/A,44%,21°C,1009.0mb, Few Clouds at 760m  
17,2021,02,30,17:00,34°C,38°C,130°11 Km/h,N/A,49%,22°C,1009.0mb, Few Clouds at 760m  
18,2021,02,30,18:00,32°C,37°C,140°9 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
19,2021,02,30,19:00,31°C,37°C,Variable at 11 Km/h,N/A,66%,24°C,1010.0mb, Few Clouds at 760m  
20,2021,02,30,20:00,30°C,35°C,150°11 Km/h,N/A,70%,24°C,1011.0mb, Few Clouds at 760m  
21,2021,02,30,21:00,30°C,35°C,Variable at 7 Km/h,N/A,70%,24°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,31,00:00,28°C,32°C,170°9 Km/h,N/A,79%,24°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,31,01:00,28°C,32°C,160°6 Km/h,N/A,79%,24°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,31,02:00,28°C,32°C,170°6 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 700m  
3,2021,02,31,03:00,28°C,31°C,170°7 Km/h,N/A,74%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
4,2021,02,31,04:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
5,2021,02,31,05:00,28°C,31°C,Variable at 6 Km/h,N/A,74%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,02,31,06:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1012.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,02,31,07:00,29°C,32°C,Variable at 9 Km/h,N/A,66%,22°C,1013.0mb, Few Clouds at 760m  
8,2021,02,31,08:00,30°C,34°C,120°9 Km/h,N/A,66%,23°C,1013.0mb, Few Clouds at 760m  
9,2021,02,31,09:00,31°C,35°C,Variable at 9 Km/h,N/A,59%,22°C,1013.0mb, Few Clouds at 700m  
10,2021,02,31,10:00,33°C,37°C,Variable at 7 Km/h,N/A,52%,22°C,1013.0mb, Few Clouds at 700m  
11,2021,02,31,11:00,34°C,39°C,120°9 Km/h,N/A,53%,23°C,1012.0mb, Few Clouds at 760m  
12,2021,02,31,12:00,34°C,38°C,Variable at 9 Km/h,N/A,49%,22°C,1012.0mb, Few Clouds at 760m  
13,2021,02,31,13:00,35°C,39°C,Variable at 7 Km/h,N/A,47%,22°C,1011.0mb, Few Clouds at 760m  
14,2021,02,31,14:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1010.0mb, Few Clouds at 760m  
15,2021,02,31,15:00,35°C,41°C,150°13 Km/h,N/A,50%,23°C,1009.0mb, Few Clouds at 760m  
16,2021,02,31,16:00,35°C,38°C,150°11 Km/h,N/A,44%,21°C,1009.0mb, Few Clouds at 760m  
17,2021,02,31,17:00,34°C,38°C,130°11 Km/h,N/A,49%,22°C,1009.0mb, Few Clouds at 760m  
18,2021,02,31,18:00,32°C,37°C,140°9 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
19,2021,02,31,19:00,31°C,37°C,Variable at 11 Km/h,N/A,66%,24°C,1010.0mb, Few Clouds at 760m  
20,2021,02,31,20:00,30°C,35°C,150°11 Km/h,N/A,70%,24°C,1011.0mb, Few Clouds at 760m  
21,2021,02,31,21:00,30°C,35°C,Variable at 7 Km/h,N/A,70%,24°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,01,00:00,27°C,30°C,120°11 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 760m  
1,2021,03,01,01:00,27°C,30°C,120°9 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 760m  
2,2021,03,01,02:00,27°C,30°C,120°13 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
3,2021,03,01,03:00,27°C,30°C,100°11 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
4,2021,03,01,04:00,27°C,30°C,120°11 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
5,2021,03,01,05:00,27°C,30°C,110°9 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 760m  
6,2021,03,01,06:00,26°C,28°C,80°7 Km/h,N/A,84%,23°C,1012.0mb, Few Clouds at 760m  
7,2021,03,01,07:00,26°C,28°C,80°7 Km/h,N/A,84%,23°C,1014.0mb, Few Clouds at 760m  
8,2021,03,01,08:00,29°C,33°C,100°11 Km/h,N/A,70%,23°C,1014.0mb, Few Clouds at 760m  
9,2021,03,01,09:00,30°C,34°C,100°15 Km/h,N/A,66%,23°C,1014.0mb, Few Clouds at 760m  
10,2021,03,01,10:00,31°C,35°C,100°13 Km/h,N/A,62%,23°C,1015.0mb, Few Clouds at 760m  
11,2021,03,01,11:00,32°C,38°C,110°13 Km/h,N/A,63%,24°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
12,2021,03,01,12:00,32°C,38°C,120°15 Km/h,N/A,63%,24°C,1014.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
13,2021,03,01,13:00,32°C,38°C,120°17 Km/h,N/A,63%,24°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
14,2021,03,01,14:00,32°C,37°C,130°15 Km/h,N/A,59%,23°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
15,2021,03,01,15:00,32°C,37°C,130°15 Km/h,N/A,59%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
16,2021,03,01,16:00,33°C,38°C,130°17 Km/h,N/A,56%,23°C,1013.0mb, Few Clouds at 460m  
17,2021,03,01,17:00,32°C,37°C,Variable at 17 Km/h,N/A,59%,23°C,1011.0mb, Few Clouds at 760m  
18,2021,03,01,18:00,30°C,34°C,120°15 Km/h,N/A,66%,23°C,1012.0mb, Few Clouds at 760m  
19,2021,03,01,19:00,30°C,34°C,80°11 Km/h,N/A,66%,23°C,1012.0mb, Few Clouds at 760m  
20,2021,03,01,20:00,29°C,33°C,110°9 Km/h,N/A,70%,23°C,1013.0mb, Few Clouds at 760m  
21,2021,03,01,21:00,28°C,31°C,130°7 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
22,2021,03,01,22:00,28°C,31°C,130°11 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
23,2021,03,01,23:00,28°C,31°C,130°11 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,02,00:00,28°C,31°C,Variable at 11 Km/h,N/A,70%,22°C,1014.0mb, Few Clouds at 760m  
1,2021,03,02,01:00,27°C,30°C,140°9 Km/h,N/A,79%,23°C,1013.0mb, Few Clouds at 760m  
2,2021,03,02,02:00,27°C,30°C,90°6 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 760m  
3,2021,03,02,03:00,27°C,30°C,90°7 Km/h,N/A,79%,23°C,1012.0mb, Few Clouds at 760m  
4,2021,03,02,04:00,25°C,26°C,70°7 Km/h,N/A,83%,22°C,1012.0mb, Few Clouds at 760m  
5,2021,03,02,05:00,25°C,26°C,70°4 Km/h,N/A,83%,22°C,1013.0mb, Few Clouds at 760m  
6,2021,03,02,06:00,25°C,26°C,70°6 Km/h,N/A,83%,22°C,1013.0mb, Few Clouds at 700m  
7,2021,03,02,07:00,26°C,28°C,70°6 Km/h,N/A,84%,23°C,1014.0mb, Few Clouds at 700m  
8,2021,03,02,08:00,29°C,33°C,Variable at 6 Km/h,N/A,70%,23°C,1014.0mb, Few Clouds at 700m  
9,2021,03,02,09:00,30°C,34°C,Variable at 4 Km/h,N/A,66%,23°C,1015.0mb, Few Clouds at 700m  
10,2021,03,02,10:00,32°C,37°C,Variable at 6 Km/h,N/A,59%,23°C,1015.0mb, Few Clouds at 700m  
11,2021,03,02,11:00,31°C,37°C,320°11 Km/h,N/A,66%,24°C,1014.0mb, Few Clouds at 700m  
12,2021,03,02,12:00,30°C,35°C,310°11 Km/h,N/A,70%,24°C,1014.0mb, Few Clouds at 760m  
13,2021,03,02,13:00,30°C,35°C,280°7 Km/h,N/A,70%,24°C,1013.0mb, Scattered Clouds at 760m  
14,2021,03,02,14:00,32°C,38°C,Variable at 4 Km/h,N/A,63%,24°C,1012.0mb, Scattered Clouds at 760m  
15,2021,03,02,15:00,33°C,39°C,Variable at 11 Km/h,N/A,59%,24°C,1011.0mb, Scattered Clouds at 760m  
16,2021,03,02,16:00,32°C,38°C,Variable at 13 Km/h,N/A,63%,24°C,1011.0mb, Scattered Clouds at 760m  
17,2021,03,02,17:00,31°C,37°C,140°13 Km/h,N/A,66%,24°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
18,2021,03,02,17:23,28°C,33°C,60°17 Km/h,N/A,84%,25°C,1012.0mb," Few Cumulonimbus Clouds at 670m, Scattered Clouds at 670m, Broken Clouds at 2400m Rain Shower, Light Rain with Thunderstorm "
19,2021,03,02,18:00,27°C,31°C,Variable at 4 Km/h,N/A,89%,25°C,1012.0mb," Scattered Clouds at 670m, Broken Clouds at 2700m Light Rain Shower "
20,2021,03,02,19:00,28°C,32°C,Variable at 4 Km/h,N/A,79%,24°C,1012.0mb, Few Clouds at 700m  
21,2021,03,02,20:00,28°C,31°C,100°6 Km/h,N/A,74%,23°C,1013.0mb, Few Clouds at 760m  
22,2021,03,02,21:00,28°C,32°C,130°9 Km/h,N/A,79%,24°C,1013.0mb, Few Clouds at 760m  
23,2021,03,02,22:00,28°C,31°C,130°11 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
24,2021,03,02,23:00,28°C,31°C,Variable at 11 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,03,00:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1014.0mb, Few Clouds at 760m  
1,2021,03,03,01:00,27°C,30°C,100°17 Km/h,N/A,79%,23°C,1013.0mb, Few Clouds at 760m  
2,2021,03,03,02:00,27°C,30°C,120°13 Km/h,N/A,79%,23°C,1013.0mb, Few Clouds at 760m  
3,2021,03,03,03:00,27°C,30°C,110°9 Km/h,N/A,79%,23°C,1013.0mb, Few Clouds at 760m  
